record,horizon,d,n,rmse_pers,rmse_model,rmse_pers_far,rmse_model_far,pers_inflation,model_inflation,frac_displaced,median_gap_before
HKWA,6,8,24,1.486116092930383,1.396125049313847,1.4228178464548131,1.4058887971820007,1.0444879480766198,0.993055106571925,0.125,1.0
HKWA,6,9,24,1.4036740926345164,1.3828857962393453,1.4228178464548131,1.4058887971820007,0.9865451829494573,0.9836381078014398,0.125,1.0
HKWA,6,10,23,1.32564289571382,1.2765102437467595,1.4228178464548131,1.4058887971820007,0.9317024656507362,0.9079738357012511,0.13043478260869565,1.0
HKWA,6,11,21,1.6540042033688747,1.536223314181593,1.4228178464548131,1.4058887971820007,1.16248485882441,1.0927061352653484,0.047619047619047616,1.0
HKWA,6,12,21,1.4605272205285191,1.4837803744183395,1.4228178464548131,1.4058887971820007,1.0265033041071738,1.0554037967956404,0.047619047619047616,1.0
HKWB,1,1,81,0.8164672923676571,0.8022211576032288,0.6911666239283552,0.6836858398871178,1.1812886561667804,1.1733768798483264,0.14814814814814814,1.0
HKWB,1,2,69,0.6274777090561217,0.5998098105748815,0.6911666239283552,0.6836858398871178,0.9078530231823877,0.8773178784482578,0.15942028985507245,1.0
HKWB,1,3,58,0.6671889563296712,0.6648528924794845,0.6911666239283552,0.6836858398871178,0.9653084122285839,0.9724537992321989,0.1206896551724138,1.0
HKWB,1,4,51,0.5090934657435165,0.5192422014764142,0.6911666239283552,0.6836858398871178,0.7365712523125076,0.7594748511423688,0.13725490196078433,1.0
HKWB,1,5,44,0.6401303489418102,0.6322287698786939,0.6911666239283552,0.6836858398871178,0.9261592310455152,0.9247357967558317,0.045454545454545456,1.0
HKWB,1,6,42,0.5756249812574321,0.5843477703633273,0.6911666239283552,0.6836858398871178,0.8328309865221446,0.8547021691422012,0.0,1.0
HKWB,1,7,42,0.5900189464270255,0.5826857956053292,0.6911666239283552,0.6836858398871178,0.8536565945177722,0.8522712649738883,0.07142857142857142,1.0
HKWB,1,8,39,0.6240402066270886,0.6334398525867349,0.6911666239283552,0.6836858398871178,0.9028795445593959,0.9265071991125646,0.02564102564102564,1.0
HKWB,1,9,38,0.5971028739716996,0.6175520367531612,0.6911666239283552,0.6836858398871178,0.8639058271910913,0.903268724791966,0.07894736842105263,1.0
HKWB,1,10,35,0.6179961164926525,0.5783010398611957,0.6911666239283552,0.6836858398871178,0.8941347789338749,0.8458578576918867,0.02857142857142857,1.0
HKWB,1,11,34,0.7632724823763406,0.7620869990645383,0.6911666239283552,0.6836858398871178,1.104324855905455,1.11467424744436,0.058823529411764705,1.0
HKWB,1,12,32,0.603128044033769,0.5844520575872475,0.6911666239283552,0.6836858398871178,0.8726232187049123,0.854854705903731,0.09375,1.0
HKWB,3,1,81,1.0906328381514656,0.9935555243088477,1.0738889421505255,1.0473408791623453,1.0155918320263262,0.9486457982080154,0.37037037037037035,1.0
HKWB,3,2,69,0.8628929854552221,0.8480174871755942,1.0738889421505255,1.0473408791623453,0.8035216227547965,0.8096862292378311,0.36231884057971014,1.0
HKWB,3,3,58,0.9726292485692655,0.9715184917574641,1.0738889421505255,1.0473408791623453,0.9057074809072141,0.9276048620717227,0.27586206896551724,1.0
HKWB,3,4,51,0.8492406181118402,0.8741055104828263,1.0738889421505255,1.0473408791623453,0.7908086067179219,0.8345950472036656,0.17647058823529413,1.0
HKWB,3,5,44,0.7060102851426973,0.7426834538503857,1.0738889421505255,1.0473408791623453,0.6574332386074022,0.7091134019750837,0.11363636363636363,1.0
HKWB,3,6,42,0.7951574417326778,0.8073544084730919,1.0738889421505255,1.0473408791623453,0.7404466239687024,0.7708611632907973,0.09523809523809523,1.0
HKWB,3,7,42,1.1064181914112379,1.053261808896344,1.0738889421505255,1.0473408791623453,1.0302910738568278,1.005653297652942,0.16666666666666666,1.0
HKWB,3,8,39,0.8752028482820574,0.8456479183441877,1.0738889421505255,1.0473408791623453,0.8149845053152446,0.8074237673416605,0.1282051282051282,1.0
HKWB,3,9,38,0.8784126532978017,0.884324133654117,1.0738889421505255,1.0473408791623453,0.817973459656572,0.8443517781540163,0.15789473684210525,1.0
HKWB,3,10,35,0.878148002494861,0.823964072386856,1.0738889421505255,1.0473408791623453,0.8177270181554511,0.7867200534040605,0.17142857142857143,1.0
HKWB,3,11,34,0.8591422021582994,0.8638177762279781,1.0738889421505255,1.0473408791623453,0.8000289121497208,0.8247723290614346,0.14705882352941177,1.0
HKWB,3,12,32,0.6905833810989082,0.767674446754723,1.0738889421505255,1.0473408791623453,0.6430677828900766,0.7329747764344907,0.125,1.0
HKWB,6,1,81,1.384491104082634,1.2506613946182104,1.3698984481515923,1.3361016545629716,1.0106523632833744,0.9360525753014594,0.48148148148148145,1.0
HKWB,6,2,69,1.0849676078781927,1.0835889965052101,1.3698984481515923,1.3361016545629716,0.7920058668159983,0.8110078995895291,0.43478260869565216,1.0
HKWB,6,3,58,1.1065705331462545,1.0930598454027805,1.3698984481515923,1.3361016545629716,0.8077755943437654,0.8180963189962607,0.3448275862068966,1.0
HKWB,6,4,51,1.15382937876192,1.1479616378169701,1.3698984481515923,1.3361016545629716,0.8422736592765582,0.859187348430056,0.3137254901960784,1.0
HKWB,6,5,44,1.0976759540046417,1.052038890204417,1.3698984481515923,1.3361016545629716,0.8012827195225594,0.7873943472875429,0.22727272727272727,1.0
HKWB,6,6,42,1.0402275392111733,1.075305012110401,1.3698984481515923,1.3361016545629716,0.7593464614948321,0.8048077842266612,0.23809523809523808,1.0
HKWB,6,7,42,1.237571238930742,1.172534270645719,1.3698984481515923,1.3361016545629716,0.9034036359414819,0.8775786383029708,0.30952380952380953,1.0
HKWB,6,8,39,1.1051077914706924,1.1075407277844813,1.3698984481515923,1.3361016545629716,0.806707820540871,0.8289344781529735,0.2564102564102564,1.0
HKWB,6,9,38,0.9210018143876062,1.0227339042700248,1.3698984481515923,1.3361016545629716,0.6723139336571382,0.7654611464458915,0.2631578947368421,1.0
HKWB,6,10,35,1.1399958771855274,1.0789211229481428,1.3698984481515923,1.3361016545629716,0.8321754643373215,0.8075142480839524,0.22857142857142856,1.0
HKWB,6,11,34,0.9548951744132166,0.9684710331469231,1.3698984481515923,1.3361016545629716,0.6970554464833939,0.7248483151259193,0.20588235294117646,1.0
HKWB,6,12,32,1.3128509530788328,1.2564190143053855,1.3698984481515923,1.3361016545629716,0.9583564057980108,0.9403618429889231,0.15625,1.0
HKZA,1,1,16,1.076415753786612,1.0728283709562445,0.7301166208681009,0.7198351833606483,1.4743066011930601,1.4903805701016162,0.0,1.0
HKZA,1,2,16,0.7410169954191335,0.7752204817418572,0.7301166208681009,0.7198351833606483,1.0149296348548704,1.0769416383937154,0.1875,1.0
HKZA,3,1,16,2.0916980691533853,2.052790148342752,1.1217320534814563,1.096266164132005,1.8647038414044605,1.8725289674228867,0.1875,1.0
HKZA,3,2,16,1.4257950413716551,1.439119404786344,1.1217320534814563,1.096266164132005,1.2710656140621959,1.3127463492643698,0.1875,1.0
HKZA,6,1,16,2.37263636330981,2.2325271342602826,1.417692017793626,1.3986815191967747,1.6735908318101258,1.5961654627011608,0.1875,1.0
HKZA,6,2,16,1.4943652289517446,1.4679244470949664,1.417692017793626,1.3986815191967747,1.0540831225652565,1.0495058574434843,0.25,1.0
HKZB,1,1,24,0.6446430860044442,0.6003945405987154,0.5544191331016193,0.5512991498456583,1.1627360015482868,1.0890539932209253,0.125,2.0
HKZB,1,2,21,0.548975496027004,0.6460502002974264,0.5544191331016193,0.5512991498456583,0.9901813686620777,1.1718686678154584,0.09523809523809523,2.0
HKZB,1,3,19,0.6567957304816676,0.7243571947506076,0.5544191331016193,0.5512991498456583,1.1846555994691543,1.313909508029168,0.0,2.0
HKZB,1,4,19,0.4572185933503395,0.5384189276594381,0.5544191331016193,0.5512991498456583,0.8246804016169046,0.9766366006734708,0.0,2.0
HKZB,1,5,19,0.42493466990139855,0.5099365139460642,0.5544191331016193,0.5512991498456583,0.7664502260666254,0.9249724293767295,0.0,2.0
HKZB,1,6,19,0.5514816883918984,0.5397047262928725,0.5544191331016193,0.5512991498456583,0.9947017616558653,0.9789689072511144,0.0,2.0
HKZB,1,7,19,0.42889564428216165,0.4829249578203065,0.5544191331016193,0.5512991498456583,0.7735945941886344,0.8759762425817383,0.0,2.0
HKZB,1,8,19,0.3414934691523165,0.3379627702222665,0.5544191331016193,0.5512991498456583,0.6159482037387124,0.6130297322549518,0.0,2.0
HKZB,1,9,19,0.81316810588036,0.8198099602840692,0.5544191331016193,0.5512991498456583,1.466702819816492,1.4870510148865332,0.0,2.0
HKZB,1,10,19,0.562891875192647,0.49869451698380496,0.5544191331016193,0.5512991498456583,1.0152821964199328,0.9045806022436629,0.0,2.0
HKZB,1,11,19,0.7293703124144683,0.7174434307952272,0.5544191331016193,0.5512991498456583,1.3155576149295378,1.3013686507517428,0.10526315789473684,2.0
HKZB,1,12,17,0.6154276370708325,0.6923104878390975,0.5544191331016193,0.5512991498456583,1.1100404014340375,1.2557800751786334,0.0,2.0
HKZB,3,1,24,1.0534046191595452,1.2042676509631567,0.8947885420081496,0.8777011227070624,1.1772665492513101,1.3720703093655353,0.20833333333333334,2.0
HKZB,3,2,21,0.9723026179911175,1.2344771635444858,0.8947885420081496,0.8777011227070624,1.0866283734579403,1.4064892155282105,0.09523809523809523,2.0
HKZB,3,3,19,0.9105609607038371,1.1901841935538395,0.8947885420081496,0.8777011227070624,1.017626978839369,1.356024462954994,0.0,2.0
HKZB,3,4,19,0.7806932479331565,0.881689962812008,0.8947885420081496,0.8777011227070624,0.8724890980175807,1.0045446450981435,0.0,2.0
HKZB,3,5,19,0.7272022450894646,0.7968656409836636,0.8947885420081496,0.8777011227070624,0.8127084902734946,0.9079009019903259,0.0,2.0
HKZB,3,6,19,0.7564361384670537,0.7623578242148054,0.8947885420081496,0.8777011227070624,0.8453797774046197,0.8685847659206499,0.0,2.0
HKZB,3,7,19,1.181995747610126,1.1154034517311937,0.8947885420081496,0.8777011227070624,1.320977741799649,1.2708237723235383,0.0,2.0
HKZB,3,8,19,0.8903539509064564,0.8463457592052085,0.8947885420081496,0.8777011227070624,0.9950439786681434,0.9642755800458069,0.0,2.0
HKZB,3,9,19,1.0618680411624155,1.033184769683547,0.8947885420081496,0.8777011227070624,1.1867251214228716,1.1771487388519362,0.10526315789473684,2.0
HKZB,3,10,19,1.3148069099781594,1.224724482091538,0.8947885420081496,0.8777011227070624,1.4694051703292645,1.395377595409886,0.10526315789473684,2.0
HKZB,3,11,19,1.1952500068803047,1.223826479478201,0.8947885420081496,0.8777011227070624,1.3357904697771805,1.3943544651094857,0.10526315789473684,2.0
HKZB,3,12,17,0.8932682226784174,1.0278115885153722,0.8947885420081496,0.8777011227070624,0.9983009177494382,1.1710268586023105,0.0,2.0
HKZB,6,1,24,1.2290081027668884,1.3671396612155398,1.1448065479828187,1.1251198674851466,1.0735509024930328,1.215105786258448,0.20833333333333334,2.0
HKZB,6,2,21,1.0742650865547463,1.245611168618717,1.1448065479828187,1.1251198674851466,0.9383813260394357,1.1070919682565832,0.09523809523809523,2.0
HKZB,6,3,19,1.0298069057633548,1.1636908743771741,1.1448065479828187,1.1251198674851466,0.8995466592830933,1.0342816867843965,0.0,2.0
HKZB,6,4,19,1.2750275951606116,1.1186659575446734,1.1448065479828187,1.1251198674851466,1.1137493905911406,0.9942638023494341,0.0,2.0
HKZB,6,5,19,0.9840031022629746,0.9214312902573946,1.1448065479828187,1.1251198674851466,0.8595365775962898,0.8189627762213157,0.0,2.0
HKZB,6,6,19,1.3353594036221506,1.2374129380033325,1.1448065479828187,1.1251198674851466,1.1664498303011033,1.099805428526635,0.10526315789473684,2.0
HKZB,6,7,19,1.4538769223229173,1.3895754376078504,1.1448065479828187,1.1251198674851466,1.26997607140236,1.235046573938661,0.10526315789473684,2.0
HKZB,6,8,19,1.6059541515379898,1.4887889979013942,1.1448065479828187,1.1251198674851466,1.4028170561809994,1.323227009784403,0.10526315789473684,2.0
HKZB,6,9,19,1.6391236586728448,1.5322235577750556,1.1448065479828187,1.1251198674851466,1.4317909532933986,1.3618313941961242,0.10526315789473684,2.0
HKZB,6,10,19,1.2240986372364813,1.1810133849674653,1.1448065479828187,1.1251198674851466,1.0692624351191715,1.0496778335336405,0.10526315789473684,2.0
HKZB,6,11,19,1.045364076593212,1.0887928388289665,1.1448065479828187,1.1251198674851466,0.9131360040132308,0.9677127480315695,0.10526315789473684,2.0
HKZB,6,12,17,0.6840515116482351,0.7740944887566689,1.1448065479828187,1.1251198674851466,0.5975258552229222,0.6880106832411687,0.058823529411764705,2.0
